ProjectID,CruiseID,Nuts_Sample_Code,Sample Date,Start time (local),Transect,Station,Latitude,Longitude,pressure,po4,nh4,sio2,no2,no3,no3+no2,comments
NH,OC1901A,011219NH25,1/12/2019,1/0/1900,Newport Hydrographic,NH25,44.65169907,-124.6500015,0,0.714399993,0.112400003,1.174600005,0.294200003,1.757500052,2.051700115,
NH,OC1901A,011219NH25,1/12/2019,1/0/1900,Newport Hydrographic,NH25,44.65169907,-124.6500015,150,2.007499933,0.252799988,26.01420021,0.0128,24.02860069,24.04140091,
NH,OC1901A,011319NH05,1/13/2019,1/0/1900,Newport Hydrographic,NH05,44.65169907,-124.1750031,0,0.773400009,0.213,5.436600208,0.539399981,3.442800045,3.982199907,
NH,OC1901A,011319NH10,1/13/2019,1/0/1900,Newport Hydrographic,NH10,44.65169907,-124.2947998,0,0.774100006,0.620700002,4.017399788,0.541899979,3.368400097,3.910300016,
NH,OC1901A,011319NH15,1/13/2019,1/0/1900,Newport Hydrographic,NH15,44.65169907,-124.4116974,0,0.774900019,0.108800001,4.367099762,0.521799982,3.316499949,3.83829999,
NH,OC1901A,011319NH20,1/13/2019,1/0/1900,Newport Hydrographic,NH20,44.65169907,-124.5282974,0,0.727999985,0.333900005,3.124700069,0.39379999,2.930500031,3.324300051,
NH,EL020101,011402NH05,1/14/2002,1/0/1900,Newport Hydrographic,NH05,44.65169907,-124.1750031,0,0.687256157,,16.48615265,0.528414369,6.608906269,7.137320518,
NH,EL020101,011402NH15,1/14/2002,1/0/1900,Newport Hydrographic,NH15,44.65169907,-124.4116974,0,0.605991662,,15.85506058,0.341100097,5.943989277,6.285089016,
NH,EL020101,011402NH25,1/14/2002,1/0/1900,Newport Hydrographic,NH25,44.65169907,-124.6500015,0,0.684034884,,9.651809692,0.338634431,6.812754154,7.151388645,
NH,EL090101,011409NH05,1/14/2009,1/0/1900,Newport Hydrographic,NH05,44.65169907,-124.1750031,0,1.207299948,0.768400013,24.94980049,0.426499993,13.21850014,13.64500046,
NH,EL090101,011409NH15,1/14/2009,1/0/1900,Newport Hydrographic,NH15,44.65169907,-124.4116974,0,1.157299995,0.565400004,23.18610001,0.360799998,12.8718996,13.23270035,
NH,EL090101,011409NH25,1/14/2009,1/0/1900,Newport Hydrographic,NH25,44.65169907,-124.6500015,0,1.160099983,0.265100002,14.98340034,0.295100003,10.70359993,10.99870014,
NH,EL090101,011409NH25,1/14/2009,1/0/1900,Newport Hydrographic,NH25,44.65169907,-124.6500015,150,2.486000061,0.185599998,43.88959885,0.042599998,31.62899971,31.67160034,
NH,EL130101,011413NH01,1/14/2013,1/0/1900,Newport Hydrographic,NH01,44.65169907,-124.0999985,0,0.725099981,0.410299987,15.73569965,0.411000013,5.179299831,5.590300083,
NH,EL130101,011413NH03,1/14/2013,1/0/1900,Newport Hydrographic,NH03,44.65169907,-124.1299973,0,0.737200022,0.518700004,17.00209999,0.309799999,5.493199825,5.802999973,
NH,EL130101,011413NH05,1/14/2013,1/0/1900,Newport Hydrographic,NH05,44.65169907,-124.1750031,0,0.694500029,0.206,14.87559986,0.283199996,4.94960022,5.232800007,
NH,EL130101,011413NH10,1/14/2013,1/0/1900,Newport Hydrographic,NH10,44.65169907,-124.2947998,0,0.666499972,0.146300003,15.06729984,0.227899998,4.510099888,4.737999916,
NH,EL130101,011413NH15,1/14/2013,1/0/1900,Newport Hydrographic,NH15,44.65169907,-124.4116974,0,0.681699991,0.095100001,11.68330002,0.235100001,4.59499979,4.83010006,
NH,EL130101,011413NH20,1/14/2013,1/0/1900,Newport Hydrographic,NH20,44.65169907,-124.5282974,0,0.731299996,0.077699997,10.6189003,0.289299995,5.09829998,5.387599945,
NH,EL130101,011413NH25,1/14/2013,1/0/1900,Newport Hydrographic,NH25,44.65169907,-124.6500015,0,0.730000019,0.060400002,8.301600456,0.255499989,5.168300152,5.423799992,
NH,EL130101,011413NH25,1/14/2013,1/0/1900,Newport Hydrographic,NH25,44.65169907,-124.6500015,150,2.190799952,0.023399999,40.68529892,0.037,28.81559944,28.8526001,
NH,OC1901A,011419NH01,1/14/2019,1/0/1900,Newport Hydrographic,NH01,44.65169907,-124.0999985,0,0.838500023,0.50880003,8.628800392,0.551400006,4.26789999,4.819300175,
NH,OC1901A,011419NH03,1/14/2019,1/0/1900,Newport Hydrographic,NH03,44.65169907,-124.1299973,0,0.810699999,0.393999994,10.57069969,0.480100006,4.835199833,5.315299988,
NH,EL040101,011504NH05,1/15/2004,1/0/1900,Newport Hydrographic,NH05,44.65169907,-124.1750031,0,0.766335547,0.036635201,8.674245834,0.646582007,5.759524345,6.406106472,
NH,EL040101,011504NH15,1/15/2004,1/0/1900,Newport Hydrographic,NH15,44.65169907,-124.4116974,0,0.94056356,0,5.603807926,0.396385729,6.147467136,6.543852806,
NH,EL010101,011601NH05,1/16/2001,1/0/1900,Newport Hydrographic,NH05,44.65169907,-124.1750031,0,0.839999974,1.00999999,10.51000023,0.25999999,4.880000114,5.139999866,
NH,EL010101,011601NH15,1/16/2001,1/0/1900,Newport Hydrographic,NH15,44.65169907,-124.4116974,0,0.819999993,0.430000007,10.19999981,0.280000001,5.110000134,5.390000343,
NH,EL140101,011614NH01,1/16/2014,1/0/1900,Newport Hydrographic,NH01,44.65169907,-124.0999985,0,1.297999978,0.414900005,17.70750046,0.343699992,13.80420017,14.14789963,
NH,EL140101,011614NH03,1/16/2014,1/0/1900,Newport Hydrographic,NH03,44.65169907,-124.1299973,0,1.293499947,0.432399988,18.05069923,0.34009999,13.50109959,13.84119987,
NH,EL140101,011614NH05,1/16/2014,1/0/1900,Newport Hydrographic,NH05,44.65169907,-124.1750031,0,1.237300038,0.114799999,17.02339935,0.279300004,12.91629982,13.19559956,
NH,EL140101,011614NH10,1/16/2014,1/0/1900,Newport Hydrographic,NH10,44.65169907,-124.2947998,0,1.335899949,0.440800011,17.15600014,0.2588,14.28999996,14.54880047,
NH,EL140101,011614NH15,1/16/2014,1/0/1900,Newport Hydrographic,NH15,44.65169907,-124.4116974,0,1.375800014,0.204400003,18.00440025,0.243300006,14.82759953,15.07089996,
NH,EL140101,011614NH20,1/16/2014,1/0/1900,Newport Hydrographic,NH20,44.65169907,-124.5282974,0,1.326300025,0.344999999,17.37059975,0.253800005,14.34029961,14.5941,
NH,EL140101,011614NH25,1/16/2014,1/0/1900,Newport Hydrographic,NH25,44.65169907,-124.6500015,0,0.978500009,0.136600003,11.1281004,0.256099999,8.911899567,9.168000221,
NH,EL140101,011614NH25,1/16/2014,1/0/1900,Newport Hydrographic,NH25,44.65169907,-124.6500015,150,2.223200083,0.0117,38.52009964,0.0164,29.63150024,29.64789963,
NH,EL220101,011822NH01,1/18/2022,1/0/1900,Newport Hydrographic,NH01,44.65169907,-124.0999985,0,0.800000012,1.909999967,15.19999981,0.310000002,7.183700085,7.5,CM0310A
NH,EL220101,011822NH03,1/18/2022,1/0/1900,Newport Hydrographic,NH03,44.65169907,-124.1299973,0,0.930000007,0.75,17.39999962,0.280000001,7.907700062,8.199999809,CM0307A
NH,EL220101,011822NH05,1/18/2022,1/0/1900,Newport Hydrographic,NH05,44.65169907,-124.1750031,0,0.949999988,0.349999994,17.60000038,0.330000013,8.810099602,9.100000381,CM0310A
NH,EL220101,011822NH10,1/18/2022,1/0/1900,Newport Hydrographic,NH10,44.65169907,-124.2947998,0,0.959999979,1.639999986,10.60000038,0.289999992,8.154299736,8.399999619,CM0310A
NH,EL220101,011822NH15,1/18/2022,1/0/1900,Newport Hydrographic,NH15,44.65169907,-124.4116974,0,0.930000007,1.440000057,9.100000381,0.25,7.668700218,7.900000095,CM0310A
NH,EL220101,011822NH20,1/18/2022,1/0/1900,Newport Hydrographic,NH20,44.65169907,-124.5282974,0,0.939999998,0.280000001,8.899999619,0.230000004,7.789599895,8,CM0310A
NH,EL220101,011822NH25,1/18/2022,1/0/1900,Newport Hydrographic,NH25,44.65169907,-124.6500015,0,0.779999971,0.379999995,7.099999905,0.200000003,6.486199856,6.699999809,CM0310A
NH,EL220101,011822NH25,1/18/2022,1/0/1900,Newport Hydrographic,NH25,44.65169907,-124.6500015,150,1.899999976,0.170000002,29.39999962,0.01,23.34560013,23.39999962,CM0310A
NH,EL210101,011921NH01,1/19/2021,1/0/1900,Newport Hydrographic,NH01,44.65169907,-124.0999985,0,1.203999996,0.693099976,20.41769981,0.432000011,11.99699974,12.4289999,
NH,EL210101,011921NH03,1/19/2021,1/0/1900,Newport Hydrographic,NH03,44.65169907,-124.1299973,0,1.17990005,0.735099971,24.48130035,0.453599989,13.50619984,13.95979977,
NH,EL210101,011921NH05,1/19/2021,1/0/1900,Newport Hydrographic,NH05,44.65169907,-124.1750031,0,1.088500023,0.426200002,15.48260021,0.35679999,8.94410038,9.300900459,
NH,EL210101,011921NH10,1/19/2021,1/0/1900,Newport Hydrographic,NH10,44.65169907,-124.2947998,0,1.113600016,0.232899994,14.73950005,0.407999992,9.736700058,10.14470005,
NH,EL210101,011921NH15,1/19/2021,1/0/1900,Newport Hydrographic,NH15,44.65169907,-124.4116974,0,0.911300004,0.113799997,10.98400021,0.214100003,7.175899982,7.389999866,
NH,SJ000101,012000NH05,1/20/2000,1/0/1900,Newport Hydrographic,NH05,44.65169907,-124.1750031,0,0.799655974,0.064079203,24.0405407,0.264626652,6.525117397,6.7897439,
CoOP3,W0301b,012103CH07,1/21/2003,1/0/1900,Cascade Head,CH07,45,-124.2699966,5,0.829999983,0,7.230000019,0.109999999,5.150000095,5.260000229,
CoOP3,W0301b,012103CH07,1/21/2003,1/0/1900,Cascade Head,CH07,45,-124.2699966,10,0.850000024,0,6.980000019,0.129999995,5.539999962,5.670000076,
CoOP3,W0301b,012103CH07,1/21/2003,1/0/1900,Cascade Head,CH07,45,-124.2699966,20,0.899999976,0,6.960000038,0.150000006,6.53000021,6.679999828,
CoOP3,W0301b,012103CH07,1/21/2003,1/0/1900,Cascade Head,CH07,45,-124.2699966,30,0.930000007,0,6.460000038,0.150000006,6.739999771,6.889999866,
CoOP3,W0301b,012103CH07,1/21/2003,1/0/1900,Cascade Head,CH07,45,-124.2699966,40,0.970000029,0,6.929999828,0.059999999,7.230000019,7.289999962,
CoOP3,W0301b,012103CH07,1/21/2003,1/0/1900,Cascade Head,CH07,45,-124.2699966,50,0.959999979,0,6.679999828,0.050000001,7.239999771,7.289999962,
CoOP3,W0301b,012103CH07,1/21/2003,1/0/1900,Cascade Head,CH07,45,-124.2699966,60,0.910000026,0,5.090000153,0.059999999,6.820000172,6.880000114,
CoOP3,W0301b,012103CH07,1/21/2003,1/0/1900,Cascade Head,CH07,45,-124.2699966,70,0.910000026,0,5.079999924,0.050000001,6.940000057,6.989999771,
CoOP3,W0301b,012103CH07,1/21/2003,1/0/1900,Cascade Head,CH07,45,-124.2699966,80,0.910000026,0,5.420000076,0.02,6.960000038,6.980000019,
CoOP3,W0301b,012103CH07,1/21/2003,1/0/1900,Cascade Head,CH07,45,-124.2699966,89,0.980000019,0,6.380000114,0.02,8.380000114,8.399999619,
CoOP3,W0301b,012103CH07,1/21/2003,1/0/1900,Cascade Head,CH07,45,-124.2699966,100,1.159999967,0,9.380000114,0.039999999,10.94999981,10.98999977,
CoOP3,W0301b,012103CH07,1/21/2003,1/0/1900,Cascade Head,CH07,45,-124.2699966,150,1.879999995,0,26.17000008,0,23.29000092,23.29000092,
NH,EL040102,012104NH05,1/21/2004,1/0/1900,Newport Hydrographic,NH05,44.65169907,-124.1750031,0,0.923140764,0.168653727,17.22564888,0.605763972,7.196252346,7.802016258,
NH,EL040102,012104NH15,1/21/2004,1/0/1900,Newport Hydrographic,NH15,44.65169907,-124.4116974,0,0.897006571,0,9.773303032,0.51173383,5.809649467,6.321383476,
NH,EL040102,012104NH25,1/21/2004,1/0/1900,Newport Hydrographic,NH25,44.65169907,-124.6500015,0,0.740201294,0,4.898549557,0.212456778,4.005839825,4.218296528,
NH,EL150103,012115NH01,1/21/2015,1/0/1900,Newport Hydrographic,NH01,44.65169907,-124.0999985,0,0.682799995,0.782199979,15.70750046,0.415199995,4.84100008,5.256199837,
NH,EL150103,012115NH03,1/21/2015,1/0/1900,Newport Hydrographic,NH03,44.65169907,-124.1299973,0,0.726499975,1.00880003,16.48110008,0.364399999,5.475599766,5.840000153,
NH,EL150103,012115NH05,1/21/2015,1/0/1900,Newport Hydrographic,NH05,44.65169907,-124.177002,0,0.686100006,0.710200012,17.60639954,0.340600014,5.171999931,5.512599945,
NH,EL150103,012115NH10,1/21/2015,1/0/1900,Newport Hydrographic,NH10,44.65169907,-124.2949982,0,0.618399978,0.228100002,6.432400227,0.276899993,2.745300055,3.022200108,
NH,EL150103,012115NH15,1/21/2015,1/0/1900,Newport Hydrographic,NH15,44.65169907,-124.4120026,0,0.624800026,0.229399994,5.501599789,0.3495,2.406899929,2.756400108,
NH,EL150103,012115NH20,1/21/2015,1/0/1900,Newport Hydrographic,NH20,44.65169907,-124.5279999,0,0.624199986,0.254000008,5.020199776,0.316599995,2.538500071,2.855099916,
NH,EL150103,012115NH25,1/21/2015,1/0/1900,Newport Hydrographic,NH25,44.65169907,-124.6500015,0,0.630599976,0.711899996,5.551000118,0.262899995,2.696199894,2.959100008,
NH,EL150103,012115NH25,1/21/2015,1/0/1900,Newport Hydrographic,NH25,44.65169907,-124.6500015,150,2.018699884,0.109800003,31.57769966,0.055,25.9503994,26.0053997,
NH,EL090102,012309NH05,1/23/2009,1/0/1900,Newport Hydrographic,NH05,44.65169907,-124.1750031,0,1.078299999,0.114799999,18.30809975,0.243100002,10.32299995,10.56610012,
NH,EL090102,012309NH15,1/23/2009,1/0/1900,Newport Hydrographic,NH15,44.65169907,-124.4116974,0,1.058500051,0.061900001,16.71299934,0.234699994,10.09430027,10.32900047,
NH,EL090102,012309NH25,1/23/2009,1/0/1900,Newport Hydrographic,NH25,44.65169907,-124.6500015,0,1.193699956,0.238600001,11.38969994,0.211899996,8.786000252,8.997900009,
NH,EL090102,012309NH25,1/23/2009,1/0/1900,Newport Hydrographic,NH25,44.65169907,-124.6500015,150,2.357000113,0.0265,38.43289948,0.059900001,30.05319977,30.11310005,
NH,EL070102,012407NH05,1/24/2007,1/0/1900,Newport Hydrographic,NH05,44.65169907,-124.1750031,0,0.699599981,0.164800003,16.22669983,0.149800003,8.242799759,8.39260006,
NH,EL070102,012407NH15,1/24/2007,1/0/1900,Newport Hydrographic,NH15,44.65169907,-124.4116974,0,0.848399997,0.148699999,15.08320045,0.122100003,8.933799744,9.05589962,
NH,EL070102,012407NH25,1/24/2007,1/0/1900,Newport Hydrographic,NH25,44.65169907,-124.6500015,0,0.952499986,0.458200008,12.11470032,0.187199995,9.093400002,9.280599594,
NH,EL070102,012407NH25,1/24/2007,1/0/1900,Newport Hydrographic,NH25,44.65169907,-124.6500015,150,2.088000059,1.394400001,33.88869858,0.056499999,26.4197998,26.47629929,
CoOP3,W0301b,012503CH01,1/25/2003,1/0/1900,Cascade Head,CH01,45,-124.0100021,5,0.970000029,0.560000002,14.52000046,0.219999999,6.900000095,7.119999886,
CoOP3,W0301b,012503CH01,1/25/2003,1/0/1900,Cascade Head,CH01,45,-124.0100021,10,0.99000001,0.540000021,12.80000019,0.209999993,6.559999943,6.769999981,
CoOP3,W0301b,012503CH01,1/25/2003,1/0/1900,Cascade Head,CH01,45,-124.0100021,15,0.980000019,0.560000002,12.89999962,0.219999999,6.900000095,7.119999886,
CoOP3,W0301b,012503CH01,1/25/2003,1/0/1900,Cascade Head,CH01,45,-124.0100021,20,0.910000026,0.49000001,11.77999973,0.219999999,6.349999905,6.570000172,
CoOP3,W0301b,012503CH01,1/25/2003,1/0/1900,Cascade Head,CH01,45,-124.0100021,25,0.939999998,0.469999999,12.48999977,0.219999999,6.849999905,7.070000172,
CoOP3,W0301b,012503CH03,1/25/2003,1/0/1900,Cascade Head,CH03,45,-124.0699997,5,0.939999998,0,7.260000229,0.239999995,6.639999866,6.880000114,
CoOP3,W0301b,012503CH03,1/25/2003,1/0/1900,Cascade Head,CH03,45,-124.0699997,10,0.939999998,0,7.119999886,0.239999995,6.619999886,6.860000134,
CoOP3,W0301b,012503CH03,1/25/2003,1/0/1900,Cascade Head,CH03,45,-124.0699997,15,0.99000001,0,6.46999979,0.230000004,6.210000038,6.440000057,
CoOP3,W0301b,012503CH03,1/25/2003,1/0/1900,Cascade Head,CH03,45,-124.0699997,20,0.930000007,0,6.289999962,0.239999995,6.389999866,6.630000114,
CoOP3,W0301b,012503CH03,1/25/2003,1/0/1900,Cascade Head,CH03,45,-124.0699997,25,0.930000007,0,5.409999847,0.239999995,6.130000114,6.369999886,
CoOP3,W0301b,012503CH03,1/25/2003,1/0/1900,Cascade Head,CH03,45,-124.0699997,30,0.889999986,0,5.25,0.239999995,6.010000229,6.25,
CoOP3,W0301b,012503CH03,1/25/2003,1/0/1900,Cascade Head,CH03,45,-124.0699997,40,0.959999979,0,6.170000076,0.25999999,6.380000114,6.639999866,
CoOP3,W0301b,012503CH03,1/25/2003,1/0/1900,Cascade Head,CH03,45,-124.0699997,50,0.949999988,0,6.360000134,0.25,6.730000019,6.980000019,
CoOP3,W0301b,012503CH03,1/25/2003,1/0/1900,Cascade Head,CH03,45,-124.0699997,60,0.939999998,0,6.21999979,0.270000011,6.599999905,6.869999886,
CoOP3,W0301b,012503CH03,1/25/2003,1/0/1900,Cascade Head,CH03,45,-124.0699997,65,0.930000007,0,6.300000191,0.270000011,6.679999828,6.949999809,
CoOP3,W0301b,012503CH03,1/25/2003,1/0/1900,Cascade Head,CH03,45,-124.0699997,70,0.939999998,0,6.070000172,0.270000011,6.590000153,6.860000134,
CoOP3,W0301b,012503CH03,1/25/2003,1/0/1900,Cascade Head,CH03,45,-124.0699997,75,0.939999998,0,5.440000057,0.270000011,6.739999771,7.010000229,
CoOP3,W0301b,012503CH07,1/25/2003,1/0/1900,Cascade Head,CH07,45,-124.2699966,5,0.910000026,0,6.28000021,0.239999995,6.440000057,6.679999828,
CoOP3,W0301b,012503CH07,1/25/2003,1/0/1900,Cascade Head,CH07,45,-124.2699966,11,0.889999986,0,5.639999866,0.239999995,6.380000114,6.619999886,
CoOP3,W0301b,012503CH07,1/25/2003,1/0/1900,Cascade Head,CH07,45,-124.2699966,20,0.889999986,0,5.460000038,0.25,6.360000134,6.610000134,
CoOP3,W0301b,012503CH07,1/25/2003,1/0/1900,Cascade Head,CH07,45,-124.2699966,30,0.899999976,0,5.440000057,0.289999992,6.5,6.789999962,
CoOP3,W0301b,012503CH07,1/25/2003,1/0/1900,Cascade Head,CH07,45,-124.2699966,41,0.970000029,0,5.28000021,0.330000013,6.75,7.079999924,
CoOP3,W0301b,012503CH07,1/25/2003,1/0/1900,Cascade Head,CH07,45,-124.2699966,51,0.930000007,0,6.420000076,0.340000004,6.730000019,7.070000172,
CoOP3,W0301b,012503CH07,1/25/2003,1/0/1900,Cascade Head,CH07,45,-124.2699966,59,0.930000007,0,5.099999905,0.319999993,6.739999771,7.059999943,
CoOP3,W0301b,012503CH07,1/25/2003,1/0/1900,Cascade Head,CH07,45,-124.2699966,69,0.949999988,0,5.880000114,0.170000002,7.690000057,7.860000134,
